<<<<<<< HEAD
<<<<<<< HEAD
create_date:2022-03-15
=======
<<<<<<< HEAD
create_date:2022-03-01
=======
create_date:2022-03-15
>>>>>>> update to fix missing value errors in LS1 & LS2
>>>>>>> debb0bfe9db9a6f2b93f141daa46fbebcceeaf74
=======
create_date:2022-03-01
>>>>>>> 4de3018b5f64f062ab46a1f717d50e650725708a
SITE_ID,VARIABLE,BASENAME,GAP_FILLED,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021
BR-CST,FETCH_90,FETCH_90,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479965753424658,0.49777397260274,0,0,0,0,0,0
BR-CST,GPP_PI,GPP,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-CST,H,H,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19189497716895,0.187785388127854,0,0,0,0,0,0
BR-CST,H_SSITC_TEST,H_SSITC_TEST,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480593607305936,0.501369863013699,0,0,0,0,0,0
BR-CST,H2O,H2O,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114155251141553,0,0,0,0,0,0,0
BR-CST,LE,LE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795662100456621,0.0924086757990868,0,0,0,0,0,0
BR-CST,LE_SSITC_TEST,LE_SSITC_TEST,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472831050228311,0.47865296803653,0,0,0,0,0,0
BR-CST,MO_LENGTH,MO_LENGTH,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480593607305936,0.501369863013699,0,0,0,0,0,0
BR-CST,NEE_PI,NEE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208162100456621,0.185102739726027,0,0,0,0,0,0
BR-CST,NETRAD,NETRAD,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524714611872146,0.516552511415525,0,0,0,0,0,0
BR-CST,P,P,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549486301369863,0.580821917808219,0,0,0,0,0,0
BR-CST,PA,PA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480650684931507,0.501369863013699,0,0,0,0,0,0
BR-CST,RH,RH,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472431506849315,0.476883561643836,0,0,0,0,0,0
BR-CST,SC,SC,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475285388127854,0.488926940639269,0,0,0,0,0,0
BR-CST,SH,SH,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47865296803653,0.500627853881279,0,0,0,0,0,0
BR-CST,SLE,SLE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468321917808219,0.471689497716895,0,0,0,0,0,0
BR-CST,SW_IN,SW_IN,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524714611872146,0.516552511415525,0,0,0,0,0,0
BR-CST,SWC,SWC,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549486301369863,0.580821917808219,0,0,0,0,0,0
BR-CST,T_SONIC,T_SONIC,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480593607305936,0.501369863013699,0,0,0,0,0,0
BR-CST,TA,TA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480707762557078,0.501369863013699,0,0,0,0,0,0
BR-CST,TAU,TAU,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480593607305936,0.501369863013699,0,0,0,0,0,0
BR-CST,TAU_SSITC_TEST,TAU_SSITC_TEST,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480593607305936,0.501369863013699,0,0,0,0,0,0
BR-CST,TS,TS,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549486301369863,0.580821917808219,0,0,0,0,0,0
BR-CST,USTAR,USTAR,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480593607305936,0.501369863013699,0,0,0,0,0,0
BR-CST,VPD_PI,VPD,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472431506849315,0.476883561643836,0,0,0,0,0,0
BR-CST,WD,WD,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480707762557078,0.501369863013699,0,0,0,0,0,0
BR-CST,WS,WS,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480707762557078,0.501369863013699,0,0,0,0,0,0
BR-CST,WS_MAX,WS_MAX,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480593607305936,0.501369863013699,0,0,0,0,0,0
BR-CST,ZL,ZL,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114155251141553,0,0,0,0,0,0,0
BR-Npw,CH4,CH4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622146118721461,0.444520547945205,0.798801369863014,0.790983606557377,0,0,0,0,0
BR-Npw,CO2,CO2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071175799086758,0.483618721461187,0.868436073059361,0.959301001821494,0.489783105022831,0,0,0,0
BR-Npw,FC,FC,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710616438356164,0.473173515981735,0.855650684931507,0.954234972677596,0.486872146118721,0,0,0,0
BR-Npw,FC_PI_F,FC,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712328767123288,0.495890410958904,1,1,0.495433789954338,0,0,0,0
BR-Npw,FCH4,FCH4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622716894977169,0.437671232876712,0.754452054794521,0.724157559198543,0,0,0,0,0
BR-Npw,FCH4_PI_F,FCH4,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712328767123288,0.495890410958904,1,0.868510928961749,0,0,0,0,0
BR-Npw,G,G,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Npw,H,H,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071175799086758,0.481563926940639,0.862328767123288,0.962431693989071,0.49486301369863,0,0,0,0
BR-Npw,H_PI_F,H,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712328767123288,0.495890410958904,1,1,0.495433789954338,0,0,0,0
BR-Npw,LE,LE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704908675799087,0.464497716894977,0.790639269406393,0.94438752276867,0.482191780821918,0,0,0,0
BR-Npw,LE_PI_F,LE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712328767123288,0.495662100456621,0.999828767123288,0.999772313296903,0.495205479452055,0,0,0,0
BR-Npw,LW_IN,LW_IN,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382990867579909,0.554223744292237,0.872146118721461,0.925204918032787,0.235159817351598,0,0,0,0
BR-Npw,LW_OUT,LW_OUT,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382990867579909,0.554223744292237,0.872146118721461,0.925204918032787,0.235159817351598,0,0,0,0
BR-Npw,NETRAD,NETRAD,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707191780821918,0.48236301369863,0.978367579908676,0.997495446265938,0.476712328767123,0,0,0,0
BR-Npw,P,P,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712328767123288,0.483561643835616,0.999885844748858,1,0.482477168949772,0,0,0,0
BR-Npw,PA,PA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712328767123288,0.483561643835616,0.999885844748858,1,0.482305936073059,0,0,0,0
BR-Npw,PPFD_IN,PPFD_IN,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Npw,PPFD_OUT,PPFD_OUT,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Npw,RH,RH,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712328767123288,0.483561643835616,1,1,0.482305936073059,0,0,0,0
BR-Npw,SW_IN,SW_IN,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382990867579909,0.554223744292237,0.872146118721461,0.926400273224044,0.235159817351598,0,0,0,0
BR-Npw,SW_OUT,SW_OUT,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382990867579909,0.554223744292237,0.872146118721461,0.926400273224044,0.235159817351598,0,0,0,0
BR-Npw,T_SONIC,T_SONIC,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071175799086758,0.491038812785388,0.862328767123288,0.962659380692168,0.49486301369863,0,0,0,0
BR-Npw,TA,TA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712328767123288,0.483561643835616,1,1,0.482305936073059,0,0,0,0
BR-Npw,TS_1_1_1,TS,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712328767123288,0.483390410958904,0.999885844748858,0.99738160291439,0.482819634703196,0,0,0,0
BR-Npw,TS_1_2_1,TS,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712328767123288,0.483390410958904,0.999885844748858,0.99738160291439,0.482819634703196,0,0,0,0
BR-Npw,TS_1_3_1,TS,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Npw,USTAR,USTAR,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071175799086758,0.491495433789954,0.862271689497717,0.962659380692168,0.49486301369863,0,0,0,0
BR-Npw,WD,WD,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071175799086758,0.491495433789954,0.862271689497717,0.962659380692168,0.49486301369863,0,0,0,0
BR-Npw,WS,WS,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071175799086758,0.491495433789954,0.862271689497717,0.962659380692168,0.49486301369863,0,0,0,0
BR-Npw,WTD,WTD,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831506849315068,0.890539617486339,0.482819634703196,0,0,0,0
BR-Sa1,CO2_1_1_1,CO2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.904452054794521,0.930821917808219,0.826161202185792,0.838698630136986,0.047716894977169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Sa1,CO2_1_2_1,CO2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.904452054794521,0.930593607305936,0.824908925318761,0.838013698630137,0.047716894977169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Sa1,FC,FC,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.83675799086758,0.878424657534247,0.790300546448087,0.726940639269406,0.0377853881278539,0,0.355418943533698,0.760730593607306,0.746917808219178,0.706735159817352,0,0,0,0,0,0,0,0,0,0
BR-Sa1,H,H,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0460045662100457,0,0.39936247723133,1,1,0.996689497716895,0,0,0,0,0,0,0,0,0,0
BR-Sa1,H2O_1_2_1,H2O,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.733333333333333,0.773401826484018,0.790072859744991,0.830936073059361,0.0437214611872146,0,0.345628415300546,0.764611872146119,0.753881278538813,0.302739726027397,0,0,0,0,0,0,0,0,0,0
BR-Sa1,LE,LE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0460045662100457,0,0.39936247723133,1,1,0.996689497716895,0,0,0,0,0,0,0,0,0,0
BR-Sa1,NEE_PI,NEE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.83675799086758,0.878424657534247,0.790300546448087,0.726940639269406,0.0394977168949772,0,0.356443533697632,0.760730593607306,0.746917808219178,0.706735159817352,0,0,0,0,0,0,0,0,0,0
BR-Sa1,NETRAD,NETRAD,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.724771689497717,0.905593607305936,0.8716985428051,0.465753424657534,0.0470319634703196,0,0.0964253187613843,0.863926940639269,0.77351598173516,0.538470319634703,0,0,0,0,0,0,0,0,0,0
BR-Sa1,PA,PA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.989383561643836,0.995319634703196,0.746129326047359,0,0.0655251141552511,0.751141552511416,0.432832422586521,0.870205479452055,0.0301369863013699,0,0,0,0,0,0,0,0,0,0,0
BR-Sa1,PPFD_IN,PPFD_IN,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.927853881278539,0.928082191780822,0.897085610200364,0.576598173515982,0.518835616438356,0.551940639269406,0.66120218579235,0.890296803652968,0.880479452054794,0.87134703196347,0,0,0,0,0,0,0,0,0,0
BR-Sa1,RECO_PI,RECO,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.185616438356164,0.164840182648402,0.133765938069217,0.132534246575342,0.00753424657534247,0,0.0535063752276867,0.134360730593607,0.0960045662100457,0.115525114155251,0,0,0,0,0,0,0,0,0,0
BR-Sa1,RH,RH,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.999429223744292,0,0,0,0,0,0,0,0,0,0
BR-Sa1,SC,SC,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.900456621004566,0.926598173515982,0.818647540983607,0.822488584474886,0.0455479452054795,0,0.325136612021858,0.724771689497717,0.774429223744292,0.647146118721461,0,0,0,0,0,0,0,0,0,0
BR-Sa1,TA_1_2_1,TA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.84634703196347,0.954908675799087,0.923383424408015,0.864840182648402,0.113127853881279,0.779223744292237,0.427367941712204,0.849885844748858,0.802853881278539,0.839497716894977,0,0,0,0,0,0,0,0,0,0
BR-Sa1,USTAR,USTAR,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.842922374429224,0.895319634703196,0.853825136612022,0.796575342465753,0.0382420091324201,0,0.360314207650273,0.809474885844749,0.748401826484018,0.779337899543379,0,0,0,0,0,0,0,0,0,0
BR-Sa1,VPD_PI,VPD,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.999429223744292,0,0,0,0,0,0,0,0,0,0
BR-Sa1,WD,WD,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.871118721461187,0.91324200913242,0.876707650273224,0.822146118721461,0.106963470319635,0.785159817351598,0.410291438979964,0.829223744292237,0.787899543378995,0.81472602739726,0,0,0,0,0,0,0,0,0,0
BR-Sa1,WS,WS,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.871118721461187,0.91324200913242,0.876707650273224,0.822146118721461,0.106963470319635,0.785159817351598,0.410291438979964,0.829223744292237,0.787899543378995,0.81472602739726,0,0,0,0,0,0,0,0,0,0
BR-Sa3,CO2,CO2,FALSE,0,0,0,0,0,0,0,0,0,0,0.460553278688525,0.934132420091324,0.823002283105023,0.861073059360731,0.172301912568306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Sa3,FC,FC,FALSE,0,0,0,0,0,0,0,0,0,0,0.446664389799636,0.841837899543379,0.869178082191781,0.852168949771689,0.136099726775956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Sa3,G,G,FALSE,0,0,0,0,0,0,0,0,0,0,0.498292349726776,0.962442922374429,0.949600456621005,0.959703196347032,0.195127504553734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Sa3,H,H,FALSE,0,0,0,0,0,0,0,0,0,0,0.347222222222222,0.746803652968037,0.776369863013699,0.766952054794521,0.106443533697632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Sa3,H2O,H2O,FALSE,0,0,0,0,0,0,0,0,0,0,0.397484061930783,0.786700913242009,0.76615296803653,0.667979452054794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Sa3,LE,LE,FALSE,0,0,0,0,0,0,0,0,0,0,0.337943989071038,0.730936073059361,0.755650684931507,0.746746575342466,0.103426684881603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Sa3,LW_IN,LW_IN,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.349029680365297,0.898458904109589,0.902054794520548,0.151810109289617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Sa3,LW_OUT,LW_OUT,FALSE,0,0,0,0,0,0,0,0,0,0,0,0.349486301369863,0.898401826484018,0.901369863013699,0.152151639344262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Sa3,NEE_PI,NEE,FALSE,0,0,0,0,0,0,0,0,0,0,0.407046903460838,0.809075342465753,0.723173515981735,0.757648401826484,0.133765938069217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Sa3,NETRAD,NETRAD,FALSE,0,0,0,0,0,0,0,0,0,0,0.467440801457195,0.919406392694064,0.484474885844749,0.843835616438356,0.151127049180328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR-Sa3,P,P,FALSE,0,0,0,0,0,0,0,0,0,0,0.508652094717668,1,1,1,0.198998178506375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
